"","ForeName","Middle1","Middle2","LastName","Order","Title","PMID","DOI","Journal","Address"
"2583","Walter","","","Quattrociocchi",19,"Infodemics: A new challenge for public health.","34890548","10.1016/j.cell.2021.10.031","Cell","Department of Computer Science, Sapienza University of Rome, 00185 Rome, Italy. Electronic address: walter.quattrociocchi@uniroma1"
"2584","Wanqing","","","Shao",2,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","10.1016/j.cell.2021.09.021","Cell","Department of Genetics, Edison Family Center for Genome Science and System Biology, McDonnell Genome Institute, Washington University School of Medicine, St. Louis, MO 63110, USA"
"2585","Wanwisa","","","Dejnirattisai",5,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.","34735795","10.1016/j.cell.2021.10.011","Cell","Wellcome Centre for Human Genetics, Nuffield Department of Medicine, University of Oxford, Oxford, UK"
"2586","Wanwisa","","","Dejnirattisai",3,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239","10.1016/j.cell.2021.11.010","Cell","Wellcome Centre for Human Genetics, Nuffield Department of Medicine, University of Oxford, Oxford, UK"
"2587","Warren","L","","Wu",9,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055","10.1016/j.cell.2021.12.005","Cell","Laura and Isaac Perlmutter NYU Cancer Center, New York University Grossman School of Medicine, New York, NY 10016, USA"
"2588","Wassim","","","Abdul Rahman",7,"The CRL4DCAF1 cullin-RING ubiquitin ligase is activated following a switch in oligomerization state.","34595758","10.15252/embj.2021108008","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland"
"2589","Weaam","I","","Mohamed",1,"The CRL4DCAF1 cullin-RING ubiquitin ligase is activated following a switch in oligomerization state.","34595758","10.15252/embj.2021108008","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland"
"2590","Wei","","","Chen",20,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508","10.15252/embj.2021107739","The EMBO journal","Department of Cell Biology and Department of Cardiology of the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China"
"2591","Wei","","","Hong",8,"Developmental programming and lineage branching of early human telencephalon.","34558085","10.15252/embj.2020107277","The EMBO journal","Shanghai First Maternity and Infant Hospital, School of Medicine, Tongji University, Shanghai, China"
"2592","Wei","","","Hu",8,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508","10.15252/embj.2021107739","The EMBO journal","Department of Cell Biology and Department of Cardiology of the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China"
"2593","Wei","","","Li",33,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378","10.1016/j.cell.2021.12.006","Cell","Beijing Advanced Innovation Center for Tree Breeding by Molecular Design, National Engineering Laboratory for Tree Breeding, Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants, Ministry of Education, The Tree and Ornamental Plant Breeding and Biotechnology Laboratory of National Forestry and Grassland Administration, College of Biological Sciences and Technology, Beijing Forestry University, Beijing 100083, P.R. China"
"2594","Wei","","","Shi",33,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774","10.1016/j.cell.2021.12.002","Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA"
"2595","Wei","","","Xu",14,"PKM2-TMEM33 axis regulates lipid homeostasis in cancer cells by controlling SCAP stability.","34487377","10.15252/embj.2021108065","The EMBO journal","McArdle Laboratory for Cancer Research, University of Wisconsin-Madison, Madison, WI, USA"
"2596","Wei","","","Zheng",39,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","34910928","10.1016/j.cell.2021.11.031","Cell","Vanderbilt-Ingram Cancer Center, Nashville, TN, USA"
"2597","Wei","","","Zhou",61,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"2598","Wei-Feng","","","Xue",12,"Heterotypic Amyloid β interactions facilitate amyloid assembly and modify amyloid structure.","34842295","10.15252/embj.2021108591","The EMBO journal","School of Biosciences, University of Kent, Canterbury, UK"
"2599","Wei-Yu","","","Chi",2,"Deciphering cell signaling networks with massively multiplexed biosensor barcoding.","34838160","10.1016/j.cell.2021.11.005","Cell","Department of Pathology, Johns Hopkins Medical Institutions, Baltimore, MD 21205, USA"
"2600","Weifei","","","Yang",4,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378","10.1016/j.cell.2021.12.006","Cell","Annoroad Gene Technology (Beijing) Co., Ltd, Beijing 100180, P.R. China"
"2601","Weihao","","","Zheng",7,"A defective viral genome strategy elicits broad protective immunity against respiratory viruses.","34852237","10.1016/j.cell.2021.11.023","Cell","Division of Experimental Medicine, Department of Medicine, University of California, San Francisco, San Francisco, CA 94110, USA"
"2602","Weiheng","","","Su",11,"A defective viral genome strategy elicits broad protective immunity against respiratory viruses.","34852237","10.1016/j.cell.2021.11.023","Cell","Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, CA 94158, USA"
"2603","Weiji","","","Zhang",3,"Glycogen accumulation and phase separation drives liver tumor initiation.","34678143","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China"
"2604","Weijia","","","Fang",17,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508","10.15252/embj.2021107739","The EMBO journal","Department of Medical Oncology, First Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, China"
"2605","Weilian","","","Bao",6,"SNX10-mediated LPS sensing causes intestinal barrier dysfunction via a caspase-5-dependent signaling cascade.","34747049","10.15252/embj.2021108080","The EMBO journal","Department of Pharmacology &amp"
"2606","Weiqiang","","","Guo",26,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"2607","Weiquan","","","Li",6,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100","10.1016/j.cell.2021.11.030","Cell",""
"2608","Weiwei","","","Yin",19,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508","10.15252/embj.2021107739","The EMBO journal","Key Laboratory for Biomedical Engineering of the Ministry of Education, Zhejiang University, Hangzhou, China"
"2609","Weixing","","","Shen",13,"SNX10-mediated LPS sensing causes intestinal barrier dysfunction via a caspase-5-dependent signaling cascade.","34747049","10.15252/embj.2021108080","The EMBO journal","The First Clinical Medical College of Nanjing University of Chinese Medicine, Jiangsu Collaborative Innovation Center of Traditional Chinese Medicine Prevention and Treatment of Tumor, Nanjing, China"
"2610","Weiyi","","","Li",6,"A defective viral genome strategy elicits broad protective immunity against respiratory viruses.","34852237","10.1016/j.cell.2021.11.023","Cell","Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, CA 94158, USA"
"2611","Wen","","","Wen",2,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"2612","Wen-Qing","","","Yang",6,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.","34850409","10.15252/embj.2021108544","The EMBO journal","School of Life Science and Technology, ShanghaiTech University, Shanghai, China"
"2613","Wenhao","","","Bo",3,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378","10.1016/j.cell.2021.12.006","Cell","Beijing Advanced Innovation Center for Tree Breeding by Molecular Design, National Engineering Laboratory for Tree Breeding, Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants, Ministry of Education, The Tree and Ornamental Plant Breeding and Biotechnology Laboratory of National Forestry and Grassland Administration, College of Biological Sciences and Technology, Beijing Forestry University, Beijing 100083, P.R. China"
"2614","Wenhong","","","Hou",4,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"2615","Wenji","","","Ma",13,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"2616","Wenkai","","","Wang",3,"The trRosetta server for fast and accurate protein structure prediction.","34759384","10.1038/s41596-021-00628-9","Nature protocols","School of Mathematical Sciences, Nankai University, Tianjin, China"
"2617","Wenqi","","","Qiu",9,"Optimization of metabolomic data processing using NOREVA.","34952956","10.1038/s41596-021-00636-9","Nature protocols","Department of Surgery, HKU-SZH and Faculty of Medicine, The University of Hong Kong, Hong Kong, China"
"2618","Wentao","","","Dong",6,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","10.1016/j.cell.2021.09.030","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China"
"2619","Wenyu","","","Ding",22,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"2620","Wenzhao","","","Li",28,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378","10.1016/j.cell.2021.12.006","Cell","Alibaba Group, Hangzhou 311121, P.R. China"
"2621","William","E","","Arter",5,"Liquid-liquid phase separation underpins the formation of replication factories in rotaviruses.","34524703","10.15252/embj.2021107711","The EMBO journal","Department of Chemistry, University of Cambridge, Cambridge, UK"
"2622","William","M","","Grady",38,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","34910928","10.1016/j.cell.2021.11.031","Cell","Clinical Research Division, Fred Hutchinson Cancer Research Center, and Gastroenterology Division, University of Washington School of Medicine, Seattle, WA, USA"
"2623","William","C","","Hahn",45,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551","10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA"
"2624","William","P","","Hanage",5,"Population impact of SARS-CoV-2 variants with enhanced transmissibility and/or partial immune escape.","34910927","10.1016/j.cell.2021.11.026","Cell","Center for Communicable Disease Dynamics, Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA, USA"
"2625","William","R","","Harcombe",12,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859","10.1038/s41596-021-00593-3","Nature protocols","Department of Ecology, Evolution and Behavior, University of Minnesota, St. Paul, MN, USA"
"2626","William","G","","Kaelin",1,"David M. Livingston (1941-2021).","34890547","10.1016/j.cell.2021.11.006","Cell","Howard Hughes Medical institute, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, MA 02215. Electronic address: william_kaelin@dfci.harvard"
"2627","William","J","","Riehl",9,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859","10.1038/s41596-021-00593-3","Nature protocols","Environmental Genomics and Systems Biology Division, Lawrence Berkeley National Laboratory, Berkeley, CA, USA"
"2628","William","","","Zacharias",3,"Emergency drug use in a pandemic: Harsh lessons from COVID-19.","34587491","10.1016/j.cell.2021.09.025","Cell","Departments of Pediatrics and Medicine, Divisions of Pulmonary Biology and Pulmonary and Critical Care Medicine, University of Cincinnati School of Medicine, Cincinnati Children's Hospital, Cincinnati, OH, USA"
