"","ForeName","Middle1","Middle2","LastName","Order","Title","PMID","DOI","Journal","Address","CitationCount","Gender"
"2578","Virginia","","","Godfrey",14,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.",34942100,"10.1016/j.cell.2021.11.030","Cell","","0","F"
"2579","Virginie","","","Stévenin",1,"Purification of infection-associated macropinosomes by magnetic isolation for proteomic characterization.",34697468,"10.1038/s41596-021-00610-5","Nature protocols","Institut Pasteur, Dynamics of Host-Pathogen Interactions Unit and CNRS UMR 3691, Paris, France. virginie.stevenin@ens-cachan","0","F"
"2580","Vito","G","","D'Agostino",7,"C9orf72 ALS/FTD dipeptide repeat protein levels are reduced by small molecules that inhibit PKA or enhance protein degradation.",34791698,"10.15252/embj.2020105026","The EMBO journal","Department of Cellular, Computational and Integrative Biology, University of Trento, Trento, Italy","0","M"
"2581","Vittoria","","","Colizza",7,"Infodemics: A new challenge for public health.",34890548,"10.1016/j.cell.2021.10.031","Cell","INSERM, Sorbonne Université, Institut Pierre Louis d'Epidémiologie et de Santé Publique, IPLESP, Paris, France","1","F"
"2582","Vojo","","","Deretic",22,"Mammalian hybrid pre-autophagosomal structure HyPAS generates autophagosomes.",34741801,"10.1016/j.cell.2021.10.017","Cell","Autophagy Inflammation and Metabolism Center, University of New Mexico Health Sciences Center, Albuquerque, NM, USA","0","M"
"2583","Walter","","","Quattrociocchi",19,"Infodemics: A new challenge for public health.",34890548,"10.1016/j.cell.2021.10.031","Cell","Department of Computer Science, Sapienza University of Rome, 00185 Rome, Italy. Electronic address: walter.quattrociocchi@uniroma1","1","M"
"2584","Wanqing","","","Shao",2,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.",34644528,"10.1016/j.cell.2021.09.021","Cell","Department of Genetics, Edison Family Center for Genome Science and System Biology, McDonnell Genome Institute, Washington University School of Medicine, St. Louis, MO 63110, USA","0","F"
"2585","Wanwisa","","","Dejnirattisai",5,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"10.1016/j.cell.2021.10.011","Cell","Wellcome Centre for Human Genetics, Nuffield Department of Medicine, University of Oxford, Oxford, UK","24","F"
"2586","Wanwisa","","","Dejnirattisai",3,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.",34852239,"10.1016/j.cell.2021.11.010","Cell","Wellcome Centre for Human Genetics, Nuffield Department of Medicine, University of Oxford, Oxford, UK","1","F"
"2587","Warren","L","","Wu",9,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.",34963055,"10.1016/j.cell.2021.12.005","Cell","Laura and Isaac Perlmutter NYU Cancer Center, New York University Grossman School of Medicine, New York, NY 10016, USA","0","M"
"2588","Wassim","","","Abdul Rahman",7,"The CRL4DCAF1 cullin-RING ubiquitin ligase is activated following a switch in oligomerization state.",34595758,"10.15252/embj.2021108008","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland","0","M"
"2589","Weaam","I","","Mohamed",1,"The CRL4DCAF1 cullin-RING ubiquitin ligase is activated following a switch in oligomerization state.",34595758,"10.15252/embj.2021108008","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland","0","M"
"2590","Wei-Feng","","","Xue",12,"Heterotypic Amyloid β interactions facilitate amyloid assembly and modify amyloid structure.",34842295,"10.15252/embj.2021108591","The EMBO journal","School of Biosciences, University of Kent, Canterbury, UK","0","M"
"2591","Wei-Yu","","","Chi",2,"Deciphering cell signaling networks with massively multiplexed biosensor barcoding.",34838160,"10.1016/j.cell.2021.11.005","Cell","Department of Pathology, Johns Hopkins Medical Institutions, Baltimore, MD 21205, USA","0","M"
"2592","Wei","","","Chen",20,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.",34913508,"10.15252/embj.2021107739","The EMBO journal","Department of Cell Biology and Department of Cardiology of the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China","0","M"
"2593","Weifei","","","Yang",4,"The Chinese pine genome and methylome unveil key features of conifer evolution.",34965378,"10.1016/j.cell.2021.12.006","Cell","Annoroad Gene Technology (Beijing) Co., Ltd, Beijing 100180, P.R. China","0","M"
"2594","Weihao","","","Zheng",7,"A defective viral genome strategy elicits broad protective immunity against respiratory viruses.",34852237,"10.1016/j.cell.2021.11.023","Cell","Division of Experimental Medicine, Department of Medicine, University of California, San Francisco, San Francisco, CA 94110, USA","3","M"
"2595","Weiheng","","","Su",11,"A defective viral genome strategy elicits broad protective immunity against respiratory viruses.",34852237,"10.1016/j.cell.2021.11.023","Cell","Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, CA 94158, USA","3","M"
"2596","Wei","","","Hong",8,"Developmental programming and lineage branching of early human telencephalon.",34558085,"10.15252/embj.2020107277","The EMBO journal","Shanghai First Maternity and Infant Hospital, School of Medicine, Tongji University, Shanghai, China","0","M"
"2597","Wei","","","Hu",8,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.",34913508,"10.15252/embj.2021107739","The EMBO journal","Department of Cell Biology and Department of Cardiology of the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China","0","M"
"2598","Weijia","","","Fang",17,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.",34913508,"10.15252/embj.2021107739","The EMBO journal","Department of Medical Oncology, First Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, China","0","M"
"2599","Weiji","","","Zhang",3,"Glycogen accumulation and phase separation drives liver tumor initiation.",34678143,"10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","0","M"
"2600","Wei","","","Li",33,"The Chinese pine genome and methylome unveil key features of conifer evolution.",34965378,"10.1016/j.cell.2021.12.006","Cell","Beijing Advanced Innovation Center for Tree Breeding by Molecular Design, National Engineering Laboratory for Tree Breeding, Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants, Ministry of Education, The Tree and Ornamental Plant Breeding and Biotechnology Laboratory of National Forestry and Grassland Administration, College of Biological Sciences and Technology, Beijing Forestry University, Beijing 100083, P.R. China","0","M"
"2601","Weilian","","","Bao",6,"SNX10-mediated LPS sensing causes intestinal barrier dysfunction via a caspase-5-dependent signaling cascade.",34747049,"10.15252/embj.2021108080","The EMBO journal","Department of Pharmacology &amp","0","M"
"2602","Weiqiang","","","Guo",26,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"10.1016/j.cell.2021.10.023","Cell","","0","M"
"2603","Weiquan","","","Li",6,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.",34942100,"10.1016/j.cell.2021.11.030","Cell","","0","M"
"2604","Wei","","","Shi",33,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.",34921774,"10.1016/j.cell.2021.12.002","Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA","6","M"
"2605","Weiwei","","","Yin",19,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.",34913508,"10.15252/embj.2021107739","The EMBO journal","Key Laboratory for Biomedical Engineering of the Ministry of Education, Zhejiang University, Hangzhou, China","0","F"
"2606","Weixing","","","Shen",13,"SNX10-mediated LPS sensing causes intestinal barrier dysfunction via a caspase-5-dependent signaling cascade.",34747049,"10.15252/embj.2021108080","The EMBO journal","The First Clinical Medical College of Nanjing University of Chinese Medicine, Jiangsu Collaborative Innovation Center of Traditional Chinese Medicine Prevention and Treatment of Tumor, Nanjing, China","0","M"
"2607","Wei","","","Xu",14,"PKM2-TMEM33 axis regulates lipid homeostasis in cancer cells by controlling SCAP stability.",34487377,"10.15252/embj.2021108065","The EMBO journal","McArdle Laboratory for Cancer Research, University of Wisconsin-Madison, Madison, WI, USA","0","M"
"2608","Weiyi","","","Li",6,"A defective viral genome strategy elicits broad protective immunity against respiratory viruses.",34852237,"10.1016/j.cell.2021.11.023","Cell","Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, CA 94158, USA","3","F"
"2609","Wei","","","Zheng",39,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"10.1016/j.cell.2021.11.031","Cell","Vanderbilt-Ingram Cancer Center, Nashville, TN, USA","0","M"
"2610","Wei","","","Zhou",61,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"10.1016/j.cell.2021.10.023","Cell","","0","M"
"2611","Wen-Qing","","","Yang",6,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.",34850409,"10.15252/embj.2021108544","The EMBO journal","School of Life Science and Technology, ShanghaiTech University, Shanghai, China","0","F"
"2612","Wenhao","","","Bo",3,"The Chinese pine genome and methylome unveil key features of conifer evolution.",34965378,"10.1016/j.cell.2021.12.006","Cell","Beijing Advanced Innovation Center for Tree Breeding by Molecular Design, National Engineering Laboratory for Tree Breeding, Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants, Ministry of Education, The Tree and Ornamental Plant Breeding and Biotechnology Laboratory of National Forestry and Grassland Administration, College of Biological Sciences and Technology, Beijing Forestry University, Beijing 100083, P.R. China","0","M"
"2613","Wenhong","","","Hou",4,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"10.1016/j.cell.2021.10.023","Cell","","0","M"
"2614","Wenji","","","Ma",13,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"10.1016/j.cell.2021.10.023","Cell","","0","M"
"2615","Wenkai","","","Wang",3,"The trRosetta server for fast and accurate protein structure prediction.",34759384,"10.1038/s41596-021-00628-9","Nature protocols","School of Mathematical Sciences, Nankai University, Tianjin, China","0","M"
"2616","Wenqi","","","Qiu",9,"Optimization of metabolomic data processing using NOREVA.",34952956,"10.1038/s41596-021-00636-9","Nature protocols","Department of Surgery, HKU-SZH and Faculty of Medicine, The University of Hong Kong, Hong Kong, China","0","M"
"2617","Wentao","","","Dong",6,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.",34644527,"10.1016/j.cell.2021.09.030","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China","0","M"
"2618","Wen","","","Wen",2,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"10.1016/j.cell.2021.10.023","Cell","","0",""
"2619","Wenyu","","","Ding",22,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"10.1016/j.cell.2021.10.023","Cell","","0","F"
"2620","Wenzhao","","","Li",28,"The Chinese pine genome and methylome unveil key features of conifer evolution.",34965378,"10.1016/j.cell.2021.12.006","Cell","Alibaba Group, Hangzhou 311121, P.R. China","0","M"
"2621","William","E","","Arter",5,"Liquid-liquid phase separation underpins the formation of replication factories in rotaviruses.",34524703,"10.15252/embj.2021107711","The EMBO journal","Department of Chemistry, University of Cambridge, Cambridge, UK","0","M"
"2622","William","M","","Grady",38,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"10.1016/j.cell.2021.11.031","Cell","Clinical Research Division, Fred Hutchinson Cancer Research Center, and Gastroenterology Division, University of Washington School of Medicine, Seattle, WA, USA","0","M"
"2623","William","C","","Hahn",45,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",34890551,"10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA","0","M"
"2624","William","P","","Hanage",5,"Population impact of SARS-CoV-2 variants with enhanced transmissibility and/or partial immune escape.",34910927,"10.1016/j.cell.2021.11.026","Cell","Center for Communicable Disease Dynamics, Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA, USA","0","M"
"2625","William","R","","Harcombe",12,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).",34635859,"10.1038/s41596-021-00593-3","Nature protocols","Department of Ecology, Evolution and Behavior, University of Minnesota, St. Paul, MN, USA","0","M"
